OTU.ID	A11	A12	A13	A14	A21	A22	A23	A24	A31	A32	A33	A34	B11	B12	B13	B14	B21	B22	B23	B24	B31	B32	B33	B34	B41	B42	B43	B44	B51	B52	B53	B54	B61	B62	B63	B64	C51	C52	C53	C61	C62	C63	C64	C71	C72	C73	C74
FNVY01000003.243232.244769	0	0	0	0	0	62.5000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOVD01000013.327.1846	935.483870967743	433.333333333334	2862.06896551725	4485.71428571429	2916.66666666667	2843.75	4230.76923076924	3367.34693877551	4000.00000000001	5750.00000000001	10593.75	4846.15384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.6190476190477	0	100	0	0	0
FPID01000096.6.1486	193.548387096774	0	620.689655172415	1057.14285714286	916.666666666668	1093.75	538.461538461539	285.714285714286	727.272727272728	1477.27272727273	1875	1384.61538461539	0	2758.62068965517	2055.55555555556	0	200.000000000001	0	0	444.444444444447	0	111.111111111111	0	200.000000000001	0	0	0	0	0	0	0	0	0	300.000000000001	0	0	0	0	0	0	0	0	0	0	0	0	57.1428571428572
FPLL01001339.11.1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.4782608695653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0
FPLL01008208.16.1521	0	0	0	0	0	0	0	0	60.6060606060607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FPLM01001007.10.1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400.000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0
FPLP01001110.16.1473	0	0	0	0	0	0	0	0	242.424242424243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281.25	0	0	0	0	250.000000000001	0	0	0	0	0	0	142.857142857143	0	0	0	0	0	0	0	0
FPLS01005041.10.1541	0	0	0	0	0	0	0	0	0	45.4545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FPLS01006697.30.1498	0	0	172.413793103449	0	0	0	0	61.2244897959184	30.3030303030303	68.1818181818182	31.25	0	327.868852459017	51.7241379310345	0	600.000000000003	100	0	0	0	833.33333333334	55.5555555555556	666.66666666667	200.000000000001	71.4285714285717	307.692307692309	531.250000000001	0	90.9090909090913	285.714285714288	200.000000000001	0	416.666666666668	0	90.9090909090913	0	0	0	0	100	125	0	62.5000000000002	0	0	0	142.857142857143
FPLS01008151.9.1473	0	0	0	85.7142857142858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FPLS01016296.23.1536	0	0	0	0	0	0	0	20.4081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.111111111112	100	0	0	31.25	0	0	0	0	0	0	0	90.9090909090913	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0
FPLS01016786.18.1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.111111111112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0
FPLS01034054.18.1510	0	0	0	0	0	0	0	20.4081632653061	0	0	0	0	0	0	0	0	100	0	0	0	0	0	111.111111111112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0
FPLS01034583.18.1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.111111111112	0	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FPLS01043838.10.1533	0	0	0	28.5714285714286	0	0	0	0	0	0	0	0	0	0	55.5555555555557	0	0	0	0	0	166.666666666668	0	0	0	0	0	0	0	0	0	100	62.5000000000002	0	0	0	0	0	0	0	0	0	0	0	200.000000000001	111.111111111112	0	28.5714285714286
FR733696.1.1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.727272727274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR746074.1.1400	96.7741935483872	166.666666666667	586.206896551725	314.285714285715	125	187.5	269.23076923077	387.755102040817	1303.0303030303	840.909090909092	1937.5	1179.48717948718	2360.65573770492	362.068965517242	0	0	0	0	0	0	0	0	0	0	0	0	375	363.636363636365	0	142.857142857144	100	0	0	100	0	0	125.000000000001	100	0	100	62.5000000000002	142.857142857143	0	0	0	166.666666666668	0
FWXU01000054.357.1845	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2413793103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.727272727274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ002752.1.1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562.500000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ397046.1.1478	0	0	0	0	0	0	0	0	0	0	0	0	32.7868852459017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ456061.1.1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ483458.1.1495	0	66.6666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	100	0	0	0	0	0	0	28.5714285714286
GU272270.1.1504	0	0	0	0	0	0	0	0	0	45.4545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU353118.1.1416	0	0	0	0	0	31.25	0	0	60.6060606060607	22.7272727272728	0	25.6410256410257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU724598.1.1386	0	0	0	0	0	0	0	0	60.6060606060607	0	62.5000000000001	25.6410256410257	32.7868852459017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAEP01038523.44.1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300.000000000001	0	63.8297872340426	0	0	0	0	0	0	0	0	0	0	0
HE604017.1.1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	166.666666666668	0	0	0	142.857142857143	0	0	0	0	0	0	0	0	0	90.9090909090913	0	0	0	0	100	0	0	0	0	111.111111111112	0	28.5714285714286
HG798473.1.1438	0	0	103.448275862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK555765.1.1498	0	0	103.448275862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK556428.10.1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000
HQ118950.1.1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ121200.1.1459	0	0	275.862068965518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.212765957447	0	0	0	0	0	0	0	0	0	0	0
HQ588841.1.1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.000000000001	0	0	0
HQ598546.1.1472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.9565217391306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ819138.1.1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.1428571428572
JF429008.1.1523	0	0	0	0	0	0	0	0	0	0	0	0	344.262295081967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.4285714285717	0	0	0	0	0	0	0	0
JF429061.1.1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250.000000000001	0	0	0	0	0	62.5000000000002	0	0	0	28.5714285714286
JF833468.1.1560	32.2580645161291	0	0	0	0	0	0	0	0	0	31.25	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	83.3333333333337	0	0	0	125.000000000001	0	71.4285714285717	0	0	0	125	0	0	0	0
JN082536.1.1536	96.7741935483872	66.6666666666668	0	0	0	62.5000000000001	115.384615384616	0	121.212121212121	90.909090909091	31.25	0	442.622950819672	293.103448275862	0	3300.00000000002	700.000000000003	0	0	444.444444444447	0	0	666.66666666667	0	0	923.076923076926	0	90.9090909090913	181.818181818183	0	0	62.5000000000002	0	0	0	191.489361702128	500.000000000003	100	0	0	375.000000000001	95.2380952380955	0	0	0	0	0
JN178076.1.1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.5555555555557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	71.4285714285717	0	0	0	0	0	0	0	85.7142857142858
JN615640.1.1300	64.5161290322581	0	0	0	0	0	38.4615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN643087.1.1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.4782608695653	0	0	0	0	0	0	0	0	0	0	0	0	0	83.3333333333337	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0	0	0
JN685499.1.1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777.777777777782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN695913.1.1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN868932.1.1483	0	0	0	28.5714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833.33333333334	0	0	0	0	0	31.25	181.818181818183	0	0	200.000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.5714285714286
JN982124.1.1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.111111111112	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
JPVS01000021.3471.5001	0	0	68.9655172413794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ323112.1.1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.285714285715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ426327.1.1441	0	0	0	28.5714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090.9090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ770065.1.1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300.000000000001	0	0	0	0	0	0	0
JQ805719.1.1575	0	0	0	57.1428571428572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ975872.1.1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ978553.1.1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.857142857143	0	0	0	0	0
JRMZ01000096.57.1625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.7142857142858
JUOP01000215.81.1657	516.129032258065	266.666666666667	2620.68965517242	3942.85714285715	1458.33333333334	1687.5	1769.23076923077	4040.81632653062	1969.69696969697	2000	1500	1025.64102564103	409.836065573771	6172.41379310345	55.5555555555557	0	200.000000000001	0	0	444.444444444447	0	388.888888888889	0	0	428.57142857143	0	375	0	0	0	0	0	0	0	0	0	0	0	71.4285714285717	400.000000000002	687.500000000002	190.476190476191	0	0	0	0	171.428571428572
JX025749.1.1465	0	0	0	0	41.6666666666667	0	38.4615384615385	0	0	0	31.25	0	16.3934426229508	0	55.5555555555557	0	0	0	0	111.111111111112	0	0	0	0	0	0	31.25	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0	0	28.5714285714286
JX095748.1.1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727.27272727273	1127.65957446809	0	0	0	0	0	0	0	0	0	0	0
JX898169.1.1549	0	0	0	0	0	0	0	0	0	68.1818181818182	62.5000000000001	0	0	0	0	0	0	0	0	0	0	0	111.111111111112	0	71.4285714285717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC179055.1.1493	0	0	0	0	0	0	0	102.040816326531	0	113.636363636364	0	0	0	34.4827586206897	166.666666666667	0	0	0	0	0	0	0	0	0	0	0	0	818.181818181821	0	0	0	0	0	0	545.454545454548	0	0	0	0	0	0	0	0	0	0	0	0
KC245377.1.1468	0	0	0	0	0	0	0	0	0	0	0	102.564102564103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC331451.1.1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454.545454545456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC502951.1.1538	32.2580645161291	0	34.4827586206897	0	41.6666666666667	0	38.4615384615385	0	0	0	0	0	0	0	55.5555555555557	100	0	0	86.9565217391306	0	0	0	0	0	0	0	31.25	0	0	0	100	62.5000000000002	0	0	0	0	0	0	71.4285714285717	0	62.5000000000002	0	0	0	0	0	28.5714285714286
KC541303.1.1536	0	0	0	0	0	0	0	0	0	0	0	0	0	86.2068965517242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC683892.1.1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC702834.1.1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.434782608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC734171.1.1416	32.2580645161291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF026285.1.1556	0	0	34.4827586206897	57.1428571428572	0	31.25	0	102.040816326531	0	68.1818181818182	125	0	0	17.2413793103448	0	0	0	0	0	0	0	27.7777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF092747.1.1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.212765957447	0	0	0	0	0	0	0	0	0	0	57.1428571428572
KF098901.1.1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.9565217391306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF100212.1.1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.4782608695653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446.808510638298	0	0	0	0	0	0	0	100	0	0	142.857142857143
KF441650.1.1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.5555555555557	0	0	0	43.4782608695653	0	0	0	0	0	0	0	0	0	545.454545454548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.222222222223	0	28.5714285714286
KF625186.1.1741	774.193548387098	733.333333333334	4965.51724137932	7285.7142857143	1791.66666666667	2156.25	2692.3076923077	4673.46938775511	2484.84848484849	4136.36363636364	3093.75	2769.23076923077	377.049180327869	10155.1724137931	3222.22222222223	0	0	333.333333333335	130.434782608696	222.222222222223	0	694.444444444445	0	200.000000000001	1142.85714285715	0	218.75	909.090909090913	0	0	0	62.5000000000002	416.666666666668	0	0	0	0	300.000000000001	0	700.000000000003	187.500000000001	0	187.500000000001	0	0	166.666666666668	0
KF928782.1.1516	0	0	0	0	0	0	0	0	0	0	31.25	0	0	51.7241379310345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ081619.1.1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5000000000002	0	62.5000000000002	0	0	833.33333333334	0
KJ191926.1.1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.1428571428572
KJ410541.1.1362	0	0	0	0	0	0	0	20.4081632653061	30.3030303030303	0	0	0	0	0	0	0	0	0	43.4782608695653	0	0	0	0	100	0	0	31.25	0	0	0	0	62.5000000000002	0	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0	0	0
KJ878597.1.1448	0	0	0	0	0	0	38.4615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	166.666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0	0	0
KJ955641.1.1496	0	33.3333333333334	34.4827586206897	0	0	31.25	0	0	0	0	62.5000000000001	0	0	0	0	0	0	111.111111111112	43.4782608695653	0	0	0	111.111111111112	0	71.4285714285717	0	187.5	0	0	0	0	0	0	0	0	0	0	0	142.857142857143	0	0	0	250.000000000001	0	0	0	28.5714285714286
KM200397.1.1507	0	0	0	0	0	0	0	0	0	0	31.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.25	90.9090909090913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KM200448.1.1512	0	0	0	0	0	0	0	0	0	0	0	25.6410256410257	0	0	0	0	0	0	0	0	0	0	111.111111111112	0	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0	0	0	71.4285714285717	0	0	0	0	0	0	0	0
KM200557.1.1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.5555555555557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
KM210514.1.1481	0	0	0	0	0	0	76.923076923077	0	181.818181818182	0	0	0	0	189.655172413793	0	0	0	0	0	111.111111111112	0	138.888888888889	0	0	0	0	62.5000000000001	272.727272727274	0	0	0	0	0	0	0	0	0	200.000000000001	71.4285714285717	0	0	0	0	0	0	0	0
KP096372.1.1487	0	0	0	0	41.6666666666667	0	0	0	0	0	31.25	25.6410256410257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KP735610.1.1442	0	0	0	0	0	0	76.923076923077	40.8163265306123	60.6060606060607	0	0	0	0	51.7241379310345	0	0	0	0	0	0	0	27.7777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0
KR026982.1.1447	129.032258064516	0	965.517241379312	1371.42857142857	541.666666666668	875.000000000001	692.307692307693	244.897959183674	424.242424242425	977.272727272728	1437.5	717.948717948719	0	1965.51724137931	666.666666666668	100	100	0	0	111.111111111112	0	138.888888888889	0	100	71.4285714285717	76.9230769230772	0	0	0	0	0	0	0	0	0	170.212765957447	0	0	0	0	250.000000000001	0	0	0	0	0	0
KR029299.1.1517	0	0	0	0	0	0	0	0	0	0	0	25.6410256410257	0	0	55.5555555555557	0	0	0	86.9565217391306	0	0	0	0	0	0	0	0	0	0	0	100	62.5000000000002	0	100	90.9090909090913	0	0	0	0	0	62.5000000000002	142.857142857143	0	200.000000000001	0	166.666666666668	28.5714285714286
KR088380.1.1569	0	0	34.4827586206897	85.7142857142858	0	187.5	115.384615384616	81.6326530612246	0	0	31.25	25.6410256410257	0	0	0	0	0	0	0	111.111111111112	0	0	0	0	0	2076.92307692308	0	0	0	428.571428571431	0	0	0	0	0	191.489361702128	0	0	71.4285714285717	0	0	0	125	0	111.111111111112	0	0
KR088538.1.1521	0	0	0	0	0	0	0	0	0	0	0	25.6410256410257	16.3934426229508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	42.5531914893617	0	0	0	0	0	0	0	0	0	0	0
KR611043.1.1553	0	0	0	0	0	31.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KT003266.1.1254	0	0	0	0	83.3333333333335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KX239137.1.1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.818181818183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KX603599.1.1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KX753099.1.1468	0	0	0	0	0	0	76.923076923077	0	0	0	31.25	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	90.9090909090913	0	0	0	0	0	0	0	125.000000000001	0	0	0	0	0	0	100	0	0	0
KY646001.1.1573	806.451612903227	200	2068.96551724138	3085.71428571429	666.666666666668	1218.75	1461.53846153846	1020.40816326531	1878.78787878788	2340.90909090909	2718.75	2615.38461538462	1032.7868852459	7310.34482758621	777.77777777778	300.000000000001	200.000000000001	222.222222222223	0	222.222222222223	0	416.666666666667	0	100	214.285714285715	307.692307692309	375	90.9090909090913	0	0	0	62.5000000000002	250.000000000001	0	90.9090909090913	0	0	0	0	600.000000000003	750.000000000002	142.857142857143	687.500000000002	0	0	0	257.142857142857
KY777444.1.1555	0	0	0	0	0	0	0	0	60.6060606060607	0	0	0	0	17.2413793103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KY777463.1.1542	193.548387096774	0	137.931034482759	0	0	0	0	0	0	0	0	25.6410256410257	0	0	111.111111111111	0	0	0	0	0	166.666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250.000000000001	0	0	0	0	0	0	0	0	0	0
LBNF01000094.61.1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200
LKHO01000001.198.1803	451.612903225807	466.666666666667	1482.75862068966	942.857142857144	1208.33333333334	750.000000000001	1000	1102.04081632653	909.09090909091	1772.72727272727	1312.5	948.71794871795	147.540983606557	5827.58620689656	388.88888888889	300.000000000001	0	444.444444444447	0	111.111111111112	0	1944.44444444445	0	0	214.285714285715	2615.38461538462	187.5	90.9090909090913	0	0	0	0	250.000000000001	0	0	0	0	0	0	1000	750.000000000002	0	0	0	0	0	171.428571428572
LN833510.1.1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.250000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSJY01000164.4318.5798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500.000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRYB01000024.88.1684	96.7741935483872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTIS01000005.1947007.1948557	0	0	0	0	0	0	0	40.8163265306123	30.3030303030303	0	0	0	0	51.7241379310345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5000000000002	0	0	0	0	0	0
X92356.1.1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.714285714287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y07576.1.1528	0	0	0	0	0	0	38.4615384615385	0	0	0	0	0	262.295081967213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	100	0	0	0
